"alcaldia","nombre_colonia","clave_colonia","año","mes","casos_positivos"
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Abril",136
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Agosto",450
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Diciembre",53
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Enero",838
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Febrero",588
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Julio",210
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Junio",40
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Marzo",333
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Mayo",5
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Octubre",31
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2021,"Septiembre",58
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2022,"Enero",1365
"LA MAGDALENA CONTRERAS","LA CARBONERA","08-020",2022,"Febrero",286
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2020,"Diciembre",401
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2020,"Noviembre",25
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2020,"Octubre",78
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2021,"Agosto",200
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2021,"Enero",483
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2021,"Febrero",5
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2021,"Julio",228
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2021,"Junio",100
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2021,"Marzo",73
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2021,"Octubre",5
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2021,"Septiembre",8
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2022,"Enero",523
"LA MAGDALENA CONTRERAS","LA CONCEPCION","08-021",2022,"Febrero",126
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2020,"Diciembre",710
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2020,"Noviembre",20
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2020,"Octubre",195
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2020,"Septiembre",183
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Abril",265
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Agosto",450
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Enero",635
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Febrero",473
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Julio",288
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Junio",81
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Marzo",314
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Mayo",44
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Octubre",8
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2021,"Septiembre",37
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2022,"Enero",1327
"LA MAGDALENA CONTRERAS","LA CRUZ","08-022",2022,"Febrero",247
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2020,"Diciembre",141
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2020,"Septiembre",51
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2021,"Agosto",18
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2021,"Enero",377
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2021,"Febrero",100
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2021,"Julio",10
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2021,"Septiembre",11
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2022,"Enero",296
"LA MAGDALENA CONTRERAS","LA GUADALUPE","08-023",2022,"Febrero",86
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2020,"Diciembre",332
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2020,"Noviembre",91
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2020,"Octubre",76
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2020,"Septiembre",41
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2021,"Abril",177
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2021,"Agosto",286
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2021,"Diciembre",19
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2021,"Enero",749
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2021,"Febrero",301
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2021,"Julio",65
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2021,"Marzo",239
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2021,"Septiembre",12
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2022,"Enero",835
"LA MAGDALENA CONTRERAS","LA MAGDALENA ATLITIC (PBLO)","08-024",2022,"Febrero",188
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2020,"Diciembre",1880
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2020,"Noviembre",387
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2020,"Octubre",486
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2020,"Septiembre",585
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Abril",329
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Agosto",1296
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Diciembre",119
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Enero",2512
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Febrero",1020
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Julio",1062
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Junio",85
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Marzo",484
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Mayo",39
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Noviembre",203
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Octubre",117
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2021,"Septiembre",555
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2022,"Enero",2754
"LA MAGDALENA CONTRERAS","LA MALINCHE","08-025",2022,"Febrero",794
"LA MAGDALENA CONTRERAS","LAS CALLES (BARR)","08-026",2020,"Diciembre",108
"LA MAGDALENA CONTRERAS","LAS CALLES (BARR)","08-026",2021,"Abril",42
"LA MAGDALENA CONTRERAS","LAS CALLES (BARR)","08-026",2021,"Enero",57
"LA MAGDALENA CONTRERAS","LAS CALLES (BARR)","08-026",2021,"Febrero",34
"LA MAGDALENA CONTRERAS","LAS CALLES (BARR)","08-026",2022,"Enero",40
"LA MAGDALENA CONTRERAS","LAS CALLES (BARR)","08-026",2022,"Febrero",17
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2020,"Diciembre",1511
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2020,"Noviembre",244
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2020,"Octubre",378
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2020,"Septiembre",393
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Abril",378
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Agosto",1132
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Enero",2382
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Febrero",1174
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Julio",683
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Junio",72
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Marzo",681
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Mayo",57
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Octubre",283
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2021,"Septiembre",439
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2022,"Enero",2717
"LA MAGDALENA CONTRERAS","LAS CRUCES","08-027",2022,"Febrero",679
"LA MAGDALENA CONTRERAS","LAS HUERTAS","08-028",2020,"Diciembre",65
"LA MAGDALENA CONTRERAS","LAS HUERTAS","08-028",2020,"Noviembre",5
"LA MAGDALENA CONTRERAS","LAS HUERTAS","08-028",2021,"Agosto",49
"LA MAGDALENA CONTRERAS","LAS HUERTAS","08-028",2021,"Enero",15
"LA MAGDALENA CONTRERAS","LAS HUERTAS","08-028",2021,"Febrero",41
"LA MAGDALENA CONTRERAS","LAS HUERTAS","08-028",2022,"Enero",147
"LA MAGDALENA CONTRERAS","LAS HUERTAS","08-028",2022,"Febrero",57
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2020,"Diciembre",343
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2020,"Noviembre",36
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2020,"Octubre",28
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2020,"Septiembre",180
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2021,"Abril",20
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2021,"Agosto",322
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2021,"Diciembre",10
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2021,"Enero",531
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2021,"Febrero",351
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2021,"Julio",226
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2021,"Junio",5
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2021,"Marzo",35
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2022,"Enero",551
"LA MAGDALENA CONTRERAS","LAS PALMAS","08-029",2022,"Febrero",142
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2020,"Diciembre",873
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2020,"Noviembre",224
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2020,"Octubre",262
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2020,"Septiembre",263
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Abril",28
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Agosto",1123
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Diciembre",17
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Enero",1799
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Febrero",780
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Julio",581
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Junio",16
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Marzo",503
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Mayo",172
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Noviembre",6
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Octubre",128
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2021,"Septiembre",378
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2022,"Enero",2230
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE","08-030",2022,"Febrero",618
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2020,"Diciembre",1063
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2020,"Noviembre",182
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2020,"Octubre",126
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2020,"Septiembre",98
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Abril",47
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Agosto",570
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Enero",1131
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Febrero",520
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Julio",312
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Junio",56
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Marzo",355
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Mayo",36
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Octubre",84
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2021,"Septiembre",102
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2022,"Enero",1476
"LA MAGDALENA CONTRERAS","LOMAS DE SAN BERNABE (AMPL)","08-031",2022,"Febrero",307
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2020,"Diciembre",813
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2020,"Noviembre",178
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2020,"Octubre",276
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2020,"Septiembre",78
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Abril",21
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Agosto",799
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Enero",934
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Febrero",473
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Julio",499
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Junio",138
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Marzo",378
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Octubre",20
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2021,"Septiembre",362
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2022,"Enero",1221
"LA MAGDALENA CONTRERAS","LOMAS QUEBRADAS","08-032",2022,"Febrero",243
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2020,"Diciembre",1220
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2020,"Noviembre",164
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2020,"Octubre",318
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2020,"Septiembre",322
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Abril",10
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Agosto",860
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Diciembre",5
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Enero",1128
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Febrero",696
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Julio",508
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Marzo",403
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Mayo",45
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Octubre",31
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2021,"Septiembre",296
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2022,"Enero",1914
"LA MAGDALENA CONTRERAS","LOS PADRES","08-033",2022,"Febrero",471
"LA MAGDALENA CONTRERAS","PLAZUELA DEL PEDREGAL","08-035",2020,"Diciembre",52
"LA MAGDALENA CONTRERAS","PLAZUELA DEL PEDREGAL","08-035",2021,"Enero",143
"LA MAGDALENA CONTRERAS","PLAZUELA DEL PEDREGAL","08-035",2022,"Enero",109
"LA MAGDALENA CONTRERAS","PLAZUELA DEL PEDREGAL","08-035",2022,"Febrero",12
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2020,"Diciembre",486
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2020,"Noviembre",56
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2020,"Octubre",50
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2020,"Septiembre",215
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Abril",90
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Agosto",466
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Enero",732
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Febrero",292
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Julio",166
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Junio",11
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Marzo",152
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Mayo",37
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Octubre",47
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2021,"Septiembre",110
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2022,"Enero",1008
"LA MAGDALENA CONTRERAS","POTRERILLO","08-036",2022,"Febrero",213
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2020,"Diciembre",380
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2020,"Noviembre",41
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2020,"Octubre",13
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2020,"Septiembre",20
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2021,"Abril",81
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2021,"Agosto",71
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2021,"Enero",321
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2021,"Febrero",82
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2021,"Marzo",42
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2021,"Octubre",6
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2021,"Septiembre",15
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2022,"Enero",510
"LA MAGDALENA CONTRERAS","POTRERILLO (AMPL)","08-037",2022,"Febrero",130
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2020,"Diciembre",1170
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2020,"Noviembre",208
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2020,"Octubre",400
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2020,"Septiembre",353
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Abril",238
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Agosto",624
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Diciembre",32
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Enero",1353
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Febrero",618
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Julio",228
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Junio",103
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Marzo",347
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Mayo",47
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2021,"Septiembre",150
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2022,"Enero",1526
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO ALTO","08-038",2022,"Febrero",317
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2020,"Diciembre",444
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2020,"Noviembre",129
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2020,"Octubre",213
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2020,"Septiembre",117
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2021,"Abril",69
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2021,"Agosto",243
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2021,"Enero",820
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2021,"Febrero",200
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2021,"Julio",98
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2021,"Junio",49
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2021,"Marzo",267
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2021,"Septiembre",6
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2022,"Enero",1072
"LA MAGDALENA CONTRERAS","PUEBLO NUEVO BAJO","08-039",2022,"Febrero",200
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2020,"Diciembre",742
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2020,"Noviembre",92
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2020,"Octubre",228
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2020,"Septiembre",302
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Abril",75
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Agosto",473
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Diciembre",85
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Enero",856
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Febrero",341
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Julio",383
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Junio",55
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Marzo",61
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Octubre",6
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2021,"Septiembre",279
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2022,"Enero",1721
"LA MAGDALENA CONTRERAS","SAN BARTOLO AMEYALCO","08-041",2022,"Febrero",369
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2020,"Diciembre",2088
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2020,"Noviembre",291
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2020,"Octubre",255
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2020,"Septiembre",346
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Abril",356
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Agosto",1363
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Diciembre",25
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Enero",2676
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Febrero",1227
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Julio",1064
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Junio",127
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Marzo",490
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Mayo",166
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Octubre",389
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2021,"Septiembre",429
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2022,"Enero",2899
"LA MAGDALENA CONTRERAS","SAN BERNABE OCOTEPEC (PBLO)","08-042",2022,"Febrero",631
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2020,"Diciembre",430
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2020,"Noviembre",28
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2020,"Octubre",128
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2020,"Septiembre",50
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2021,"Abril",20
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2021,"Agosto",342
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2021,"Enero",696
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2021,"Febrero",473
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2021,"Julio",107
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2021,"Marzo",203
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2021,"Octubre",19
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2021,"Septiembre",54
"LA MAGDALENA CONTRERAS","SAN FRANCISCO","08-043",2022,"Enero",577
